year_,category_,section_,date_,time_,hometeam_,score_,awayteam_,stadium_,visitors_,broadcast_
2018,J1 ,第14節第3日,07/25(水),19:03,C大阪,0-2,鹿島,ヤンマー,"16,631",DAZN/NHK BS1 ※AFCチャンピオンズリーグ2018の影響により、C大阪vs鹿島は7月25日(水)に開催
2018,J2 ,第25節第1日,07/25(水),19:03,山形,1-0,岡山,NDスタ,"4,675",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,大分,0-1,愛媛,大銀ド,"4,880",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,徳島,3-1,福岡,鳴門大塚,"3,787",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,町田,2-1,京都,町田,"2,549",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,千葉,2-1,甲府,フクアリ,"8,983",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,熊本,2-2,山口,えがおS,"3,576",DAZN/熊本放送
2018,J2 ,第25節第1日,07/25(水),19:03,水戸,0-0,栃木,Ksスタ,"5,002",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,大宮,1-2,松本,NACK,"9,329",DAZN
2018,J2 ,第25節第1日,07/25(水),19:04,金沢,0-0,横浜FC,石川西部,"5,445",DAZN/北陸放送
2018,J2 ,第25節第1日,07/25(水),19:33,東京V,4-3,新潟,味スタ,"4,534",DAZN
2018,J2 ,第25節第1日,07/25(水),19:34,岐阜,2-3,讃岐,長良川,"4,899",DAZN
2018,J1 ,第18節第1日,07/27(金),19:03,FC東京,0-1,長崎,味スタ,"23,063",DAZN
2018,J1 ,第18節第2日,07/28(土),19:03,G大阪,1-1,鹿島,吹田S,"28,534",DAZN
2018,J1 ,第18節第2日,07/28(土),19:03,仙台,2-2,C大阪,ユアスタ,"14,911",DAZN/NHK BS1
2018,J1 ,第18節第2日,07/28(土),19:03,神戸,1-0,柏,ノエスタ,"22,879",DAZN
2018,J1 ,第18節第2日,07/28(土),19:03,鳥栖,0-0,磐田,ベアスタ,"14,333",DAZN
2018,J1 ,第18節第2日,07/28(土),19:03,広島,1-4,浦和,Eスタ,"16,944",DAZN
2018,J1 ,第18節第2日,07/28(土),,名古屋,None,札幌,パロ瑞穂,None,DAZN/中京テレビ(録)
2018,J3 ,第17節第3日,07/28(土),19:03,鳥取,1-2,群馬,とりスタ,"1,511",DAZN
2018,J2 ,第26節第1日,07/29(日),18:03,京都,0-1,東京V,西京極,"4,337",DAZN/KBS京都
2018,J2 ,第26節第1日,07/29(日),18:03,栃木,1-1,金沢,栃木グ,"3,794",DAZN
2018,J2 ,第26節第1日,07/29(日),18:03,新潟,1-2,千葉,デンカS,"13,375",DAZN
2018,J2 ,第26節第1日,07/29(日),18:03,岐阜,0-2,大分,長良川,"6,068",DAZN/岐阜放送(録)
2018,J2 ,第26節第1日,07/29(日),18:03,松本,1-0,甲府,松本,"14,197",DAZN
2018,J2 ,第26節第1日,07/29(日),18:03,水戸,4-1,愛媛,Ksスタ,"3,615",DAZN
2018,J2 ,第26節第1日,07/29(日),19:03,大宮,2-1,熊本,NACK,"7,278",DAZN/テレ玉
2018,J2 ,第26節第1日,07/29(日),,山口,None,町田,みらスタ,None,DAZN
2018,J1 ,第19節第1日,08/01(水),19:03,鹿島,1-2,FC東京,カシマ,"12,643",DAZN
2018,J1 ,第19節第1日,08/01(水),19:03,浦和,2-0,川崎F,埼玉,"28,215",DAZN/NHK BS1/テレ玉
2018,J1 ,第19節第1日,08/01(水),19:03,仙台,1-2,名古屋,ユアスタ,"13,968",DAZN
2018,J1 ,第19節第1日,08/01(水),19:03,長崎,2-3,札幌,トラスタ,"6,579",DAZN
2018,J1 ,第19節第1日,08/01(水),19:03,清水,1-0,鳥栖,アイスタ,"14,307",DAZN
2018,J1 ,第19節第1日,08/01(水),19:03,C大阪,1-1,神戸,金鳥スタ,"14,241",DAZN
2018,J1 ,第19節第1日,08/01(水),19:03,磐田,1-1,G大阪,ヤマハ,"13,015",DAZN
2018,J1 ,第19節第1日,08/01(水),19:33,柏,0-2,湘南,三協F柏,"9,846",DAZN
2018,J1 ,第19節第1日,08/01(水),19:33,横浜FM,1-4,広島,ニッパツ,"10,069",DAZN
2018,J2 ,第27節第1日,08/04(土),18:03,千葉,2-3,松本,フクアリ,"12,336",DAZN
2018,J2 ,第27節第1日,08/04(土),18:03,甲府,1-2,福岡,中銀スタ,"7,064",DAZN
2018,J2 ,第27節第1日,08/04(土),18:03,横浜FC,2-3,町田,ニッパツ,"3,873",DAZN
2018,J2 ,第27節第1日,08/04(土),18:03,京都,1-0,山形,西京極,"3,949",DAZN
2018,J2 ,第27節第1日,08/04(土),18:03,東京V,2-1,大宮,味スタ,"5,350",DAZN
2018,J2 ,第27節第1日,08/04(土),19:03,栃木,4-1,岐阜,栃木グ,"3,763",DAZN
2018,J2 ,第27節第1日,08/04(土),19:03,徳島,1-0,水戸,鳴門大塚,"4,457",DAZN
2018,J2 ,第27節第1日,08/04(土),19:03,愛媛,2-0,山口,ニンスタ,"3,370",DAZN/南海放送(録)
2018,J1 ,第20節第1日,08/05(日),14:03,札幌,1-2,柏,札幌ド,"26,805",DAZN/札幌テレビ放送
2018,J1 ,第20節第1日,08/05(日),18:03,名古屋,3-2,G大阪,豊田ス,"22,615",DAZN
2018,J1 ,第20節第1日,08/05(日),18:33,鹿島,1-0,清水,カシマ,"19,119",DAZN
2018,J1 ,第20節第1日,08/05(日),19:03,鳥栖,1-0,C大阪,ベアスタ,"14,463",DAZN
2018,J1 ,第20節第1日,08/05(日),19:03,FC東京,1-0,神戸,味スタ,"44,801",DAZN/NHK BS1
2018,J1 ,第20節第1日,08/05(日),19:03,磐田,3-2,仙台,ヤマハ,"12,496",DAZN
2018,J1 ,第20節第1日,08/05(日),19:03,川崎F,2-0,横浜FM,等々力,"23,033",DAZN
2018,J1 ,第20節第1日,08/05(日),19:03,浦和,0-0,長崎,埼玉,"29,051",DAZN
2018,J1 ,第20節第1日,08/05(日),19:03,広島,2-2,湘南,Eスタ,"11,304",DAZN
2018,J2 ,第27節第2日,08/05(日),18:04,岡山,3-0,讃岐,Cスタ,"10,594",DAZN
2018,J2 ,第27節第2日,08/05(日),19:03,大分,4-0,新潟,大銀ド,"5,635",DAZN
2018,J2 ,第27節第2日,08/05(日),19:03,熊本,0-1,金沢,えがおS,"3,894",DAZN
2018,J育成マッチデー ,第5日,08/06(月),15:00,広島,1-0,岡山,吉田,234,None
2018,J1 ,第21節第1日,08/10(金),19:03,G大阪,2-1,FC東京,吹田S,"24,879",DAZN
2018,J1 ,第21節第2日,08/11(土・祝),13:03,札幌,1-1,C大阪,札幌ド,"21,614",DAZN/北海道文化放送
2018,J1 ,第21節第2日,08/11(土・祝),18:03,名古屋,4-2,鹿島,豊田ス,"43,579",DAZN
2018,J1 ,第21節第2日,08/11(土・祝),18:03,清水,1-2,川崎F,アイスタ,"18,129",DAZN
2018,J1 ,第21節第2日,08/11(土・祝),19:03,柏,0-2,仙台,三協F柏,"12,666",DAZN
2018,J1 ,第21節第2日,08/11(土・祝),19:03,湘南,0-1,横浜FM,BMWス,"14,862",DAZN
2018,J1 ,第21節第2日,08/11(土・祝),19:03,神戸,2-1,磐田,ノエスタ,"24,731",DAZN
2018,J1 ,第21節第2日,08/11(土・祝),19:03,鳥栖,1-0,浦和,ベアスタ,"19,681",DAZN
2018,J1 ,第21節第2日,08/11(土・祝),19:05,広島,2-0,長崎,Eスタ,"20,285",DAZN/NHK BS1
2018,J2 ,第28節第1日,08/11(土・祝),18:03,山形,2-1,東京V,NDスタ,"13,609",DAZN
2018,J2 ,第28節第1日,08/11(土・祝),18:03,福岡,2-0,水戸,レベスタ,"9,012",DAZN
2018,J2 ,第28節第1日,08/11(土・祝),18:03,讃岐,0-1,松本,ピカスタ,"2,981",DAZN
2018,J2 ,第28節第1日,08/11(土・祝),18:03,岐阜,2-3,京都,長良川,"7,003",DAZN/岐阜放送(録)
2018,J2 ,第28節第1日,08/11(土・祝),19:03,大分,4-1,岡山,大銀ド,"11,064",DAZN
2018,J2 ,第28節第1日,08/11(土・祝),19:03,熊本,3-5,横浜FC,えがおS,"5,423",DAZN
2018,J2 ,第28節第1日,08/11(土・祝),19:03,新潟,0-3,栃木,デンカS,"15,103",DAZN
2018,J2 ,第28節第1日,08/11(土・祝),19:03,金沢,1-2,甲府,石川西部,"4,598",DAZN
2018,J2 ,第28節第2日,08/12(日),19:03,町田,3-3,千葉,町田,"5,075",DAZN
2018,J2 ,第28節第2日,08/12(日),19:04,山口,2-2,徳島,みらスタ,"7,354",DAZN
2018,J2 ,第28節第2日,08/12(日),19:33,愛媛,1-5,大宮,ニンスタ,"3,597",DAZN/南海放送(録)
2018,J1 ,第22節第1日,08/15(水),19:00,仙台,None,湘南,ユアスタ,None,DAZN
2018,J1 ,第22節第1日,08/15(水),19:00,浦和,None,磐田,埼玉,None,DAZN/テレ玉
2018,J1 ,第22節第1日,08/15(水),19:00,FC東京,None,柏,味スタ,None,DAZN
2018,J1 ,第22節第1日,08/15(水),19:00,川崎F,None,鳥栖,等々力,None,DAZN
2018,J1 ,第22節第1日,08/15(水),19:00,G大阪,None,札幌,吹田S,None,DAZN
2018,J1 ,第22節第1日,08/15(水),19:00,C大阪,None,清水,金鳥スタ,None,DAZN
2018,J1 ,第22節第1日,08/15(水),19:00,神戸,None,広島,ノエスタ,None,DAZN
2018,J1 ,第22節第1日,08/15(水),19:00,長崎,None,鹿島,トラスタ,None,DAZN/NHK BS1
2018,J1 ,第22節第1日,08/15(水),19:30,横浜FM,None,名古屋,日産ス,None,DAZN
2018,J2 ,第29節第1日,08/18(土),18:00,水戸,None,千葉,Ksスタ,None,DAZN
2018,J2 ,第29節第1日,08/18(土),18:00,東京V,None,大分,味スタ,None,DAZN
2018,J2 ,第29節第1日,08/18(土),18:00,横浜FC,None,讃岐,ニッパツ,None,DAZN
2018,J2 ,第29節第1日,08/18(土),18:00,甲府,None,愛媛,中銀スタ,None,DAZN
2018,J2 ,第29節第1日,08/18(土),19:00,栃木,None,福岡,栃木グ,None,DAZN
2018,J2 ,第29節第1日,08/18(土),19:00,大宮,None,新潟,NACK,None,DAZN
2018,J2 ,第29節第1日,08/18(土),19:00,松本,None,町田,松本,None,DAZN
2018,J2 ,第29節第1日,08/18(土),19:00,金沢,None,岡山,石川西部,None,DAZN
2018,J2 ,第29節第1日,08/18(土),19:00,山口,None,京都,みらスタ,None,DAZN
2018,J2 ,第29節第1日,08/18(土),19:00,徳島,None,山形,鳴門大塚,None,DAZN
2018,J3 ,第15節第3日,08/18(土),19:00,G大23,None,群馬,吹田S,None,DAZN
2018,J3 ,第17節第4日,08/18(土),18:00,北九州,None,鹿児島,ミクスタ,None,DAZN
2018,J1 ,第23節第1日,08/19(日),13:00,札幌,None,FC東京,札幌ド,None,DAZN/テレビ北海道
2018,J1 ,第23節第1日,08/19(日),18:00,清水,None,浦和,アイスタ,None,DAZN
2018,J1 ,第23節第1日,08/19(日),18:00,名古屋,None,鳥栖,パロ瑞穂,None,DAZN
2018,J1 ,第23節第1日,08/19(日),18:00,長崎,None,C大阪,トラスタ,None,DAZN
2018,J1 ,第23節第1日,08/19(日),18:30,鹿島,None,横浜FM,カシマ,None,DAZN
2018,J1 ,第23節第1日,08/19(日),19:00,仙台,None,G大阪,ユアスタ,None,DAZN
2018,J1 ,第23節第1日,08/19(日),19:00,湘南,None,神戸,BMWス,None,DAZN
2018,J1 ,第23節第1日,08/19(日),19:00,磐田,None,柏,ヤマハ,None,DAZN/NHK BS1
2018,J1 ,第23節第1日,08/19(日),19:00,広島,None,川崎F,Eスタ,None,DAZN
2018,J2 ,第29節第2日,08/19(日),18:00,岐阜,None,熊本,長良川,None,DAZN/岐阜放送(録)
2018,J育成マッチデー ,第6日,08/19(日),14:00,山口,None,鳥取,下関,None,None
2018,J2 ,第26節第2日,08/22(水),19:00,岡山,None,徳島,Cスタ,None,DAZN
2018,J1 ,第24節第1日,08/24(金),19:00,鹿島,None,磐田,カシマ,None,DAZN
2018,J1 ,第24節第2日,08/25(土),19:00,柏,None,長崎,三協F柏,None,DAZN
2018,J1 ,第24節第2日,08/25(土),19:00,川崎F,None,仙台,等々力,None,DAZN
2018,J1 ,第24節第2日,08/25(土),19:00,清水,None,札幌,アイスタ,None,DAZN/NHK BS1
2018,J1 ,第24節第2日,08/25(土),19:00,C大阪,None,広島,ヤンマー,None,DAZN
2018,J2 ,第30節第1日,08/25(土),18:00,千葉,None,東京V,フクアリ,None,DAZN
2018,J2 ,第30節第1日,08/25(土),18:00,松本,None,横浜FC,松本,None,DAZN
2018,J2 ,第30節第1日,08/25(土),18:00,京都,None,甲府,西京極,None,DAZN/KBS京都
2018,J2 ,第30節第1日,08/25(土),18:00,讃岐,None,金沢,ピカスタ,None,DAZN
2018,J2 ,第30節第1日,08/25(土),19:00,山形,None,愛媛,NDスタ,None,DAZN
2018,J2 ,第30節第1日,08/25(土),19:00,大分,None,徳島,大銀ド,None,DAZN
2018,J3 ,第20節第1日,08/25(土),17:00,F東23,None,群馬,味フィ西,None,DAZN
2018,J3 ,第20節第1日,08/25(土),18:00,北九州,None,長野,ミクスタ,None,DAZN
2018,J3 ,第20節第1日,08/25(土),18:00,琉球,None,盛岡,タピスタ,None,DAZN
2018,J3 ,第20節第1日,08/25(土),18:30,富山,None,福島,富山,None,DAZN
2018,J3 ,第20節第1日,08/25(土),19:00,鳥取,None,沼津,とりスタ,None,DAZN
2018,J1 ,第24節第3日,08/26(日),18:00,名古屋,None,浦和,豊田ス,None,DAZN
2018,J1 ,第24節第3日,08/26(日),18:00,神戸,None,横浜FM,ノエスタ,None,DAZN
2018,J1 ,第24節第3日,08/26(日),19:00,湘南,None,FC東京,BMWス,None,DAZN
2018,J1 ,第24節第3日,08/26(日),19:00,鳥栖,None,G大阪,ベアスタ,None,DAZN
2018,J2 ,第30節第2日,08/26(日),18:00,町田,None,岐阜,町田,None,DAZN
2018,J2 ,第30節第2日,08/26(日),18:00,新潟,None,福岡,デンカS,None,DAZN
2018,J2 ,第30節第2日,08/26(日),18:00,岡山,None,水戸,Cスタ,None,DAZN
2018,J2 ,第30節第2日,08/26(日),19:00,大宮,None,山口,NACK,None,DAZN
2018,J2 ,第30節第2日,08/26(日),19:00,熊本,None,栃木,えがおS,None,DAZN
2018,J3 ,第20節第2日,08/26(日),15:00,秋田,None,藤枝,A‐スタ,None,DAZN
2018,J3 ,第20節第2日,08/26(日),19:00,G大23,None,YS横浜,吹田S,None,DAZN
2018,J3 ,第20節第2日,08/26(日),19:00,C大23,None,鹿児島,ヤンマー,None,DAZN
2018,J1 ,第18節第3日,08/29(水),19:30,横浜FM,None,清水,日産ス,None,DAZN
2018,J1 ,第25節第1日,08/31(金),19:00,長崎,None,湘南,トラスタ,None,DAZN
2018,J1 ,第25節第2日,09/01(土),14:00,札幌,None,神戸,札幌ド,None,DAZN/NHK札幌
2018,J1 ,第25節第2日,09/01(土),18:30,横浜FM,None,柏,日産ス,None,DAZN/テレビ神奈川
2018,J1 ,第25節第2日,09/01(土),19:00,仙台,None,清水,ユアスタ,None,DAZN
2018,J1 ,第25節第2日,09/01(土),19:00,浦和,None,C大阪,埼玉,None,DAZN/NHK BS1/テレ玉
2018,J1 ,第25節第2日,09/01(土),19:00,磐田,None,名古屋,ヤマハ,None,DAZN
2018,J1 ,第25節第2日,09/01(土),19:00,G大阪,None,川崎F,吹田S,None,DAZN
2018,J1 ,第25節第2日,09/01(土),19:00,広島,None,鹿島,Eスタ,None,DAZN
2018,J2 ,第31節第1日,09/01(土),18:00,水戸,None,松本,Ksスタ,None,DAZN
2018,J2 ,第31節第1日,09/01(土),18:00,横浜FC,None,京都,ニッパツ,None,DAZN
2018,J2 ,第31節第1日,09/01(土),18:00,甲府,None,町田,中銀スタ,None,DAZN
2018,J2 ,第31節第1日,09/01(土),18:00,岐阜,None,大宮,長良川,None,DAZN
2018,J2 ,第31節第1日,09/01(土),18:00,讃岐,None,徳島,ピカスタ,None,DAZN
2018,J2 ,第31節第1日,09/01(土),18:00,福岡,None,大分,レベスタ,None,DAZN
2018,J2 ,第31節第1日,09/01(土),19:00,山形,None,熊本,NDスタ,None,DAZN
2018,J2 ,第31節第1日,09/01(土),19:00,栃木,None,岡山,栃木グ,None,DAZN
2018,J2 ,第31節第1日,09/01(土),19:00,金沢,None,東京V,石川西部,None,DAZN
2018,J2 ,第31節第1日,09/01(土),19:00,山口,None,千葉,みらスタ,None,DAZN
2018,J2 ,第31節第1日,09/01(土),19:00,愛媛,None,新潟,ニンスタ,None,DAZN/南海放送(録)
2018,J3 ,第21節第1日,09/01(土),18:30,富山,None,F東23,富山,None,DAZN
2018,J1 ,第25節第3日,09/02(日),19:00,FC東京,None,鳥栖,味スタ,None,DAZN
2018,J3 ,第21節第2日,09/02(日),15:00,秋田,None,盛岡,A‐スタ,None,DAZN
2018,J3 ,第21節第2日,09/02(日),15:00,福島,None,C大23,とうスタ,None,DAZN
2018,J3 ,第21節第2日,09/02(日),15:00,沼津,None,北九州,愛鷹,None,DAZN
2018,J3 ,第21節第2日,09/02(日),15:00,鳥取,None,相模原,チュスタ,None,DAZN
2018,J3 ,第21節第2日,09/02(日),17:00,YS横浜,None,鹿児島,ニッパツ,None,DAZN
2018,J3 ,第21節第2日,09/02(日),17:00,藤枝,None,琉球,藤枝サ,None,DAZN
2018,J3 ,第21節第2日,09/02(日),19:00,群馬,None,G大23,正田スタ,None,DAZN/群馬テレビ
2018,YLC プライムステージ,準々決勝 第1戦,09/05(水),19:00,鹿島,None,川崎F,カシマ,None,フジテレビNEXT/スカパー!/スカパー!プレミアムサービス
2018,YLC プライムステージ,準々決勝 第1戦,09/05(水),19:00,湘南,None,C大阪,BMWス,None,スカパー!/スカパー!プレミアムサービス
2018,YLC プライムステージ,準々決勝 第1戦,09/05(水),19:00,甲府,None,柏,中銀スタ,None,スカパー!/スカパー!プレミアムサービス
2018,YLC プライムステージ,準々決勝 第1戦,09/05(水),19:00,G大阪,None,横浜FM,吹田S,None,フジテレビTWO/スカパー!/スカパー!プレミアムサービス
2018,J2 ,第32節第1日,09/08(土),18:00,東京V,None,横浜FC,味スタ,None,DAZN
2018,J2 ,第32節第1日,09/08(土),18:00,福岡,None,松本,レベスタ,None,DAZN
2018,J2 ,第32節第1日,09/08(土),18:00,熊本,None,大分,えがおS,None,DAZN
2018,J2 ,第32節第1日,09/08(土),19:00,新潟,None,岐阜,デンカS,None,DAZN
2018,J2 ,第32節第1日,09/08(土),19:00,京都,None,金沢,西京極,None,DAZN/KBS京都
2018,J2 ,第32節第1日,09/08(土),19:00,徳島,None,栃木,鳴門大塚,None,DAZN
2018,J2 ,第32節第1日,09/08(土),19:00,愛媛,None,讃岐,ニンスタ,None,DAZN/南海放送(録)
2018,J3 ,第22節第1日,09/08(土),17:00,YS横浜,None,沼津,ニッパツ,None,DAZN
2018,J3 ,第22節第1日,09/08(土),17:00,相模原,None,秋田,ギオンス,None,DAZN
2018,J3 ,第22節第1日,09/08(土),18:00,北九州,None,富山,ミクスタ,None,DAZN
2018,J3 ,第22節第1日,09/08(土),19:00,鹿児島,None,福島,白波スタ,None,DAZN
2018,J3 ,第22節第1日,09/08(土),19:00,琉球,None,F東23,タピスタ,None,DAZN
2018,J3 ,第22節第1日,09/08(土),19:00,C大23,None,群馬,金鳥スタ,None,DAZN
2018,YLC プライムステージ,準々決勝 第2戦,09/09(日),19:00,柏,None,甲府,三協F柏,None,スカパー!/スカパー!プレミアムサービス
2018,YLC プライムステージ,準々決勝 第2戦,09/09(日),19:00,川崎F,None,鹿島,味スタ,None,フジテレビONE/スカパー!/スカパー!プレミアムサービス
2018,YLC プライムステージ,準々決勝 第2戦,09/09(日),19:00,横浜FM,None,G大阪,日産ス,None,フジテレビTWO/スカパー!/スカパー!プレミアムサービス
2018,YLC プライムステージ,準々決勝 第2戦,09/09(日),19:00,C大阪,None,湘南,ヤンマー,None,スカパー!/スカパー!プレミアムサービス
2018,J2 ,第32節第2日,09/09(日),18:00,町田,None,水戸,町田,None,DAZN
2018,J2 ,第32節第2日,09/09(日),18:00,岡山,None,千葉,Cスタ,None,DAZN
2018,J2 ,第32節第2日,09/09(日),19:00,山口,None,山形,みらスタ,None,DAZN
2018,J3 ,第22節第2日,09/09(日),15:00,盛岡,None,鳥取,いわスタ,None,DAZN
2018,J3 ,第22節第2日,09/09(日),17:00,長野,None,藤枝,長野U,None,DAZN
2018,J2 ,第26節第3日,09/12(水),19:00,福岡,None,横浜FC,レベスタ,None,DAZN
2018,J3 ,第3節第2日,09/12(水),19:00,相模原,None,沼津,ギオンス,None,DAZN
2018,J1 ,第26節第1日,09/14(金),19:00,鹿島,None,湘南,カシマ,None,DAZN
2018,J1 ,第26節第1日,09/14(金),19:00,C大阪,None,磐田,金鳥スタ,None,DAZN
2018,J1 ,第26節第2日,09/15(土),14:00,仙台,None,FC東京,ユアスタ,None,DAZN/NHK仙台
2018,J1 ,第26節第2日,09/15(土),17:00,鳥栖,None,広島,ベアスタ,None,DAZN
2018,J1 ,第26節第2日,09/15(土),18:00,名古屋,None,長崎,パロ瑞穂,None,DAZN
2018,J1 ,第26節第2日,09/15(土),19:00,柏,None,清水,三協F柏,None,DAZN
2018,J1 ,第26節第2日,09/15(土),19:00,川崎F,None,札幌,等々力,None,DAZN
2018,J1 ,第26節第2日,09/15(土),19:00,神戸,None,G大阪,ノエスタ,None,DAZN/NHK BS1
2018,J2 ,第33節第1日,09/15(土),13:00,松本,None,山口,松本,None,DAZN/長野朝日放送
2018,J2 ,第33節第1日,09/15(土),18:00,大宮,None,町田,熊谷陸,None,DAZN
2018,J2 ,第33節第1日,09/15(土),19:00,山形,None,甲府,NDスタ,None,DAZN
2018,J2 ,第33節第1日,09/15(土),19:00,栃木,None,愛媛,栃木グ,None,DAZN
2018,J2 ,第33節第1日,09/15(土),19:00,新潟,None,金沢,デンカS,None,DAZN
2018,J2 ,第33節第1日,09/15(土),19:00,岡山,None,京都,Cスタ,None,DAZN
2018,J2 ,第33節第1日,09/15(土),19:00,徳島,None,岐阜,鳴門大塚,None,DAZN
2018,J2 ,第33節第1日,09/15(土),19:00,大分,None,讃岐,大銀ド,None,DAZN
2018,J3 ,第23節第1日,09/15(土),15:00,秋田,None,鳥取,A‐スタ,None,DAZN
2018,J3 ,第23節第1日,09/15(土),18:00,G大23,None,琉球,吹田S,None,DAZN
2018,J3 ,第23節第1日,09/15(土),19:00,鹿児島,None,北九州,白波スタ,None,DAZN
2018,J1 ,第26節第3日,09/16(日),16:00,横浜FM,None,浦和,日産ス,None,DAZN
2018,J2 ,第33節第2日,09/16(日),14:00,横浜FC,None,水戸,ニッパツ,None,DAZN
2018,J2 ,第33節第2日,09/16(日),16:00,東京V,None,熊本,味スタ,None,DAZN
2018,J2 ,第33節第2日,09/16(日),17:00,千葉,None,福岡,フクアリ,None,DAZN
2018,J3 ,第23節第2日,09/16(日),13:00,盛岡,None,沼津,いわスタ,None,DAZN
2018,J3 ,第23節第2日,09/16(日),14:00,富山,None,群馬,富山,None,DAZN
2018,J3 ,第23節第2日,09/16(日),14:00,F東23,None,相模原,夢の島,None,DAZN
2018,J3 ,第23節第2日,09/16(日),15:00,福島,None,長野,とうスタ,None,DAZN
2018,J3 ,第23節第2日,09/16(日),17:00,藤枝,None,C大23,藤枝サ,None,DAZN
2018,J2 ,第26節第4日,09/19(水),19:00,讃岐,None,山形,ピカスタ,None,DAZN
2018,J2 ,第32節第3日,09/19(水),19:00,甲府,None,大宮,中銀スタ,None,DAZN
2018,J1 ,第27節第1日,09/21(金),19:30,清水,None,G大阪,アイスタ,None,DAZN
2018,J3 ,第24節第1日,09/21(金),19:00,群馬,None,盛岡,正田スタ,None,DAZN
2018,J1 ,第27節第2日,09/22(土),15:00,柏,None,鳥栖,三協F柏,None,DAZN
2018,J1 ,第27節第2日,09/22(土),16:00,磐田,None,横浜FM,ヤマハ,None,DAZN
2018,J1 ,第27節第2日,09/22(土),18:00,長崎,None,仙台,トラスタ,None,DAZN
2018,J1 ,第27節第2日,09/22(土),19:00,川崎F,None,名古屋,等々力,None,DAZN
2018,J1 ,第27節第2日,09/22(土),19:00,湘南,None,C大阪,BMWス,None,DAZN
2018,J1 ,第27節第2日,09/22(土),19:00,広島,None,FC東京,Eスタ,None,DAZN/NHK BS1
2018,J2 ,第34節第1日,09/22(土),16:00,町田,None,徳島,町田,None,DAZN
2018,J2 ,第34節第1日,09/22(土),17:00,京都,None,栃木,西京極,None,DAZN
2018,J2 ,第34節第1日,09/22(土),18:30,甲府,None,岡山,中銀スタ,None,DAZN
2018,J2 ,第34節第1日,09/22(土),19:00,山口,None,大分,みらスタ,None,DAZN
2018,J2 ,第34節第1日,09/22(土),19:00,愛媛,None,福岡,ニンスタ,None,DAZN/南海放送(録)
2018,J3 ,第24節第2日,09/22(土),13:00,沼津,None,藤枝,愛鷹,None,DAZN
2018,J3 ,第24節第2日,09/22(土),18:00,鳥取,None,F東23,とりスタ,None,DAZN
2018,J3 ,第24節第2日,09/22(土),18:00,北九州,None,C大23,ミクスタ,None,DAZN
2018,J3 ,第24節第2日,09/22(土),19:00,琉球,None,鹿児島,タピスタ,None,DAZN
2018,J1 ,第27節第3日,09/23(日・祝),18:00,浦和,None,神戸,埼玉,None,DAZN/テレ玉
2018,J1 ,第27節第3日,09/23(日・祝),19:00,札幌,None,鹿島,札幌ド,None,DAZN
2018,J2 ,第34節第2日,09/23(日・祝),14:00,水戸,None,新潟,Ksスタ,None,DAZN
2018,J2 ,第34節第2日,09/23(日・祝),14:00,松本,None,熊本,松本,None,DAZN/信越放送
2018,J2 ,第34節第2日,09/23(日・祝),14:00,岐阜,None,東京V,長良川,None,DAZN
2018,J2 ,第34節第2日,09/23(日・祝),14:00,讃岐,None,大宮,ピカスタ,None,DAZN
2018,J2 ,第34節第2日,09/23(日・祝),15:00,千葉,None,横浜FC,フクアリ,None,DAZN
2018,J3 ,第24節第3日,09/23(日・祝),13:00,秋田,None,G大23,秋田陸,None,DAZN
2018,J3 ,第24節第3日,09/23(日・祝),14:00,福島,None,YS横浜,BMWス,None,DAZN
2018,J3 ,第24節第3日,09/23(日・祝),17:00,長野,None,相模原,長野U,None,DAZN
2018,J2 ,第34節第3日,09/24(月・休),15:00,金沢,None,山形,石川西部,None,DAZN
2018,J1 ,第18節第4日,09/26(水),19:30,湘南,None,川崎F,BMWス,None,DAZN ※8月22日(水)に開催予定の天皇杯ラウンド16の同カードの試合が延期になった場合は、9月26日(水)に天皇杯が開催されます。その場合は、10月3日(水)19:30キックオフ@Shonan BMW スタジアム平塚で開催となります。
2018,J2 ,第22節第3日,09/26(水),19:00,京都,None,福岡,西京極,None,DAZN
2018,J1 ,第28節第1日,09/29(土),13:00,札幌,None,鳥栖,札幌ド,None,DAZN
2018,J1 ,第28節第1日,09/29(土),14:00,横浜FM,None,仙台,ニッパツ,None,DAZN
2018,J1 ,第28節第1日,09/29(土),16:00,G大阪,None,広島,吹田S,None,DAZN
2018,J1 ,第28節第1日,09/29(土),16:00,神戸,None,鹿島,ノエスタ,None,DAZN/サンテレビ
2018,J1 ,第28節第1日,09/29(土),17:00,FC東京,None,清水,味スタ,None,DAZN
2018,J1 ,第28節第1日,09/29(土),19:00,長崎,None,川崎F,トラスタ,None,DAZN/NHK BS1
2018,J2 ,第35節第1日,09/29(土),16:00,水戸,None,大分,Ksスタ,None,DAZN
2018,J2 ,第35節第1日,09/29(土),18:00,愛媛,None,千葉,ニンスタ,None,DAZN/南海放送(録)
2018,J2 ,第35節第1日,09/29(土),18:00,福岡,None,大宮,レベスタ,None,DAZN
2018,J2 ,第35節第1日,09/29(土),19:00,岡山,None,新潟,Cスタ,None,DAZN/テレビせとうち
